file_name,status,row_count,col_count,river_id_col,river_id_value,river_name_col,river_name_value,date_col,min_date,max_date,unique_dates,duplicate_dates,has_discharge,discharge_col,discharge_missing,discharge_neg_count,discharge_zero_count,discharge_mean,discharge_max,has_rain,rain_col,rain_missing,rain_neg_count,rain_zero_count,rain_mean,rain_max,missing_ratio_mean,high_missing_cols_over_50pct,static_features_present,static_features_missing_ratio
01481000.csv,OK,4018,83,river_id,1481000,river_name,River 24,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,457.03787954206075,19500.0,True,usgs_00045_precipitation_total_inches,8.0,0.0,2558.0,0.13421945137157107,5.12,0.07356054381787978,4,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01485000.csv,OK,4018,84,river_id,1485000,river_name,River 25,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,74.09622946739671,2050.0,False,,,,,,,0.27380952380952384,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01487000.csv,OK,4018,65,river_id,1487000,river_name,River 26,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,97.7808362369338,1750.0,True,weather_precipitation_sum,0.0,0.0,1961.0,3.3486062717770038,92.2,0.046153846153846156,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01488500.csv,OK,4018,63,river_id,1488500,river_name,River 27,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,61.96157292185167,2040.0,True,weather_precipitation_sum,0.0,0.0,1973.0,3.3484818317570935,103.4,0.047619047619047616,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01491000.csv,OK,4018,89,river_id,1491000,river_name,Delaware River at Trenton,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,169.1026455948233,3300.0,False,,,,,,,0.31582038131777784,29,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01493500.csv,OK,4018,64,river_id,1493500,river_name,River 1,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,12.592192633150821,582.0,True,weather_precipitation_sum,0.0,0.0,1975.0,3.687655550024888,94.1,0.046875,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01503000.csv,OK,4018,70,river_id,1503000,river_name,River 5,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,3841.315331010453,33700.0,True,weather_precipitation_sum,0.0,0.0,1533.0,3.099427575908412,69.7,0.12509421887221786,9,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01512500.csv,OK,4018,84,river_id,1512500,river_name,River 29,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,2774.0044798407166,25100.0,False,,,,,,,0.27380952380952384,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01514000.csv,OK,4018,84,river_id,1514000,river_name,River 30,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,1368.0,0.0,0.0,319.78049056603777,9100.0,False,,,,,,,0.27786271302946264,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01516500.csv,OK,4018,63,river_id,1516500,river_name,River 6,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,4.0,0.0,0.0,13.692987045341306,540.0,True,weather_precipitation_sum,0.0,0.0,1599.0,2.768690890990542,72.4,0.04763484952633783,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01520000.csv,OK,4018,68,river_id,1520000,river_name,River 31,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,6.0,0.0,0.0,333.39047108673975,4830.0,True,weather_precipitation_sum,0.0,0.0,1633.0,2.6800398208063716,93.6,0.05922612947618072,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01531000.csv,OK,4018,65,river_id,1531000,river_name,River 7,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,2766.3076157292185,39500.0,True,weather_precipitation_sum,0.0,0.0,1631.0,2.809830761572922,102.6,0.03076923076923077,2,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01536000.csv,OK,4018,63,river_id,1536000,river_name,River 34,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,505.4741911398706,8710.0,True,weather_precipitation_sum,0.0,0.0,1751.0,3.061423593827775,92.6,0.047619047619047616,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01538000.csv,OK,4018,82,river_id,1538000,river_name,River 36,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,74.15118964659034,1950.0,False,,,,,,,0.2804878048780488,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01539000.csv,OK,4018,62,river_id,1539000,river_name,River 37,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,522.0624191139871,13100.0,True,weather_precipitation_sum,0.0,0.0,1804.0,3.234245893479343,148.2,0.04838709677419355,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01540500.csv,OK,4018,79,river_id,1540500,river_name,River 8,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,17334.350423096068,156000.0,True,weather_precipitation_sum,0.0,0.0,1825.0,3.0846689895470387,131.3,0.09257392367258728,9,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01541000.csv,OK,4018,63,river_id,1541000,river_name,River 39,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,597.7737680438029,13800.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.36507936507936506,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01543000.csv,OK,4018,62,river_id,1543000,river_name,River 41,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,475.75765803882535,7920.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.3709677419354839,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01544000 (2).csv,OK,4018,64,river_id,1544000,river_name,River 42,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,437.84644101543057,4900.0,True,weather_precipitation_sum,0.0,0.0,1575.0,3.1190642110502735,82.8,0.046875,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01544000.csv,OK,4018,64,river_id,1544000,river_name,River 42,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,437.84644101543057,4900.0,True,weather_precipitation_sum,0.0,0.0,1575.0,3.1190642110502735,82.8,0.046875,3,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01583500.csv,OK,4018,65,river_id,1583500,river_name,River 12,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,79.58924838227973,2960.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.36320404334341616,24,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01589000.csv,OK,4018,67,river_id,1589000,river_name,River 10,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,239.9061224489796,8570.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.38154424492767625,26,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01631000.csv,OK,4018,65,river_id,1631000,river_name,River 13,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,1676.6854156296665,29800.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.35384615384615387,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01632000.csv,OK,4018,65,river_id,1632000,river_name,River 14,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,200.94181433549028,9730.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.35384615384615387,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01638500.csv,OK,4018,70,river_id,1638500,river_name,River 15,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,9627.51592832255,151000.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.3770141506079784,28,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01643000.csv,OK,4018,64,river_id,1643000,river_name,River 16,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,1061.7367844698856,27700.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.359375,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01646000.csv,OK,4018,71,river_id,1646000,river_name,North Anna River at Ground Squirrel Flat,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,70.54242658038825,2530.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.33248971178990316,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
01668000.csv,OK,4018,91,river_id,1668000,river_name,Rappahannock River near Fredericksburg,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,1799.790194126431,59800.0,False,,,,,,,0.2830695934230031,25,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
02045500.csv,OK,4018,85,river_id,2045500,river_name,James River at Cartersville,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,1.0,0.0,0.0,483.2103808812547,8690.0,False,,,,,,,0.2705911632945861,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
02051500.csv,OK,4018,85,river_id,2051500,river_name,Appomattox River near Matoaca,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,1.0,0.0,0.0,500.05247697286535,13600.0,False,,,,,,,0.2705911632945861,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
02059500.csv,OK,4018,65,river_id,2059500,river_name,Goose Creek near Huddleston,date,2014-01-01,2024-12-31,4018.0,0.0,True,usgs_00060_discharge_cubic_feet_per_second,0.0,0.0,0.0,209.49186162269788,8950.0,True,weather_precipitation_sum,4018.0,0.0,0.0,,,0.35384615384615387,23,"river_drainage_area_sqmi, river_mainstem_length_km, river_elevation_ft, river_gage_datum_ft, river_latitude, river_longitude","{'river_drainage_area_sqmi': 0.0, 'river_mainstem_length_km': 1.0, 'river_elevation_ft': 0.0, 'river_gage_datum_ft': 1.0, 'river_latitude': 0.0, 'river_longitude': 0.0}"
