chosen_threshold,precision,recall,f1,roc_auc,n_rows,n_features,recall_target,best_cv_recall_search
0.56,0.9752801582069874,0.9539007092198581,0.9644719687092569,0.9995536812859483,57911,16,0.95,0.9667965300503869
