chosen_threshold,precision,recall,f1,roc_auc,best_cv_f1_search,n_rows,n_features
0.7100000000000001,0.9805137289636847,0.902200488997555,0.9397283531409168,0.9992455438334095,0.9356451812576407,48259,25
