river_id,target_date,horizon_day,pred_flow,true_flow,capacity_q95,true_class,pred_flow_adjusted,pred_class
1434000,2022-01-30,8,1964.607421875,2510.0,14914.999999999964,0,2161.0681640625003,0
1434000,2022-01-31,9,1782.1431884765625,2090.0,14914.999999999964,0,1960.357507324219,0
1434000,2022-02-01,10,1656.6116943359375,2130.0,14914.999999999964,0,1822.2728637695313,0
1434000,2022-01-28,1,2100.375732421875,2770.0,14914.999999999964,0,2310.4133056640626,0
1434000,2022-01-29,2,2168.72021484375,2240.0,14914.999999999964,0,2385.592236328125,0
1434000,2022-01-30,3,1986.9166259765625,2510.0,14914.999999999964,0,2185.608288574219,0
1434000,2022-01-31,4,1800.5706787109375,2090.0,14914.999999999964,0,1980.6277465820315,0
1434000,2022-02-01,5,1671.9339599609375,2130.0,14914.999999999964,0,1839.1273559570313,0
1434000,2022-02-02,6,1750.989501953125,2050.0,14914.999999999964,0,1926.0884521484377,0
1434000,2022-02-03,7,1873.4661865234375,1960.0,14914.999999999964,0,2060.8128051757812,0
1434000,2022-02-04,8,3390.5615234375,5870.0,14914.999999999964,0,3729.6176757812505,0
1434000,2022-02-05,9,13852.2578125,10100.0,14914.999999999964,0,15237.483593750001,0
1434000,2022-02-06,10,8016.79541015625,7050.0,14914.999999999964,0,8818.474951171876,0
1434000,2022-02-02,1,1766.1573486328125,2050.0,14914.999999999964,0,1942.773083496094,0
1434000,2022-02-03,2,1889.5308837890625,1960.0,14914.999999999964,0,2078.483972167969,0
1434000,2022-02-04,3,3439.394287109375,5870.0,14914.999999999964,0,3783.3337158203126,0
1434000,2022-02-05,4,13922.9228515625,10100.0,14914.999999999964,0,15315.21513671875,0
1434000,2022-02-06,5,8055.4296875,7050.0,14914.999999999964,0,8860.97265625,0
1434000,2022-02-07,6,5546.46435546875,5940.0,14914.999999999964,0,6101.110791015625,0
1434000,2022-02-08,7,5150.81787109375,5140.0,14914.999999999964,0,5665.899658203126,0
1434000,2022-02-09,8,4356.068359375,4430.0,14914.999999999964,0,4791.6751953125,0
1434000,2022-02-10,9,3192.48291015625,3940.0,14914.999999999964,0,3511.7312011718755,0
1434000,2022-02-11,10,3232.5986328125,3580.0,14914.999999999964,0,3555.85849609375,0
1434000,2022-02-07,1,5531.3466796875,5940.0,14914.999999999964,0,6084.48134765625,0
1434000,2022-02-08,2,5114.7666015625,5140.0,14914.999999999964,0,5626.243261718751,0
1434000,2022-02-09,3,4321.94482421875,4430.0,14914.999999999964,0,4754.139306640625,0
1434000,2022-02-10,4,3160.76611328125,3940.0,14914.999999999964,0,3476.842724609375,0
1434000,2022-02-11,5,3202.5048828125,3580.0,14914.999999999964,0,3522.7553710937505,0
1434000,2022-02-12,6,3215.832275390625,3930.0,14914.999999999964,0,3537.4155029296876,0
1434000,2022-02-13,7,3852.40283203125,4740.0,14914.999999999964,0,4237.643115234376,0
1434000,2022-02-14,8,3650.643310546875,4160.0,14914.999999999964,0,4015.707641601563,0
1434000,2022-02-15,9,2826.6494140625,3530.0,14914.999999999964,0,3109.3143554687504,0
1434000,2022-02-16,10,2559.529052734375,3280.0,14914.999999999964,0,2815.481958007813,0
1434000,2022-02-12,1,3270.056396484375,3930.0,14914.999999999964,0,3597.062036132813,0
1434000,2022-02-13,2,3909.037353515625,4740.0,14914.999999999964,0,4299.941088867188,0
1434000,2022-02-14,3,3695.8935546875,4160.0,14914.999999999964,0,4065.4829101562505,0
1434000,2022-02-15,4,2849.255615234375,3530.0,14914.999999999964,0,3134.181176757813,0
1434000,2022-02-16,5,2578.881103515625,3280.0,14914.999999999964,0,2836.769213867188,0
1434000,2022-02-17,6,2657.797119140625,3180.0,14914.999999999964,0,2923.576831054688,0
1434000,2022-02-18,7,3688.240478515625,7820.0,14914.999999999964,0,4057.0645263671877,0
1434000,2022-02-19,8,13727.3779296875,13100.0,14914.999999999964,0,15100.115722656252,0
1434000,2022-02-20,9,11715.201171875,8600.0,14914.999999999964,0,12886.721289062501,0
1434000,2022-02-21,10,8120.462890625,6430.0,14914.999999999964,0,8932.5091796875,0
1434000,2022-02-17,1,2708.381103515625,3180.0,14914.999999999964,0,2979.2192138671876,0
1434000,2022-02-18,2,3787.72607421875,7820.0,14914.999999999964,0,4166.498681640625,0
1434000,2022-02-19,3,13852.0673828125,13100.0,14914.999999999964,0,15237.274121093751,0
1434000,2022-02-20,4,11793.2080078125,8600.0,14914.999999999964,0,12972.528808593752,0
1434000,2022-02-21,5,8176.31103515625,6430.0,14914.999999999964,0,8993.942138671875,0
1434000,2022-02-22,6,7280.82177734375,5620.0,14914.999999999964,0,8008.903955078125,0
1434000,2022-02-23,7,10839.2646484375,8960.0,14914.999999999964,0,11923.191113281251,0
1434000,2022-02-24,8,13211.5888671875,11800.0,14914.999999999964,0,14532.747753906251,0
1434000,2022-02-25,9,11640.58984375,8330.0,14914.999999999964,0,12804.648828125,0
1434000,2022-02-26,10,11734.0126953125,6890.0,14914.999999999964,0,12907.41396484375,0
1434000,2022-02-22,1,7228.986328125,5620.0,14914.999999999964,0,7951.884960937501,0
1434000,2022-02-23,2,10716.7109375,8960.0,14914.999999999964,0,11788.382031250001,0
1434000,2022-02-24,3,13110.5107421875,11800.0,14914.999999999964,0,14421.56181640625,0
1434000,2022-02-25,4,11565.431640625,8330.0,14914.999999999964,0,12721.974804687501,0
1434000,2022-02-26,5,11667.1728515625,6890.0,14914.999999999964,0,12833.890136718752,0
1434000,2022-02-27,6,8583.291015625,6240.0,14914.999999999964,0,9441.6201171875,0
1434000,2022-02-28,7,7405.037109375,5780.0,14914.999999999964,0,8145.540820312501,0
1434000,2022-03-01,8,6369.08056640625,5170.0,14914.999999999964,0,7005.988623046876,0
1434000,2022-03-02,9,6342.12451171875,4660.0,14914.999999999964,0,6976.336962890626,0
1434000,2022-03-03,10,5625.40380859375,5160.0,14914.999999999964,0,6187.944189453126,0
1434000,2022-02-27,1,8303.7470703125,6240.0,14914.999999999964,0,9134.121777343751,0
1434000,2022-02-28,2,7150.39794921875,5780.0,14914.999999999964,0,7865.437744140626,0
1434000,2022-03-01,3,6146.966796875,5170.0,14914.999999999964,0,6761.6634765625,0
1434000,2022-03-02,4,6133.8388671875,4660.0,14914.999999999964,0,6747.222753906251,0
1434000,2022-03-03,5,5456.1650390625,5160.0,14914.999999999964,0,6001.781542968751,0
1434000,2022-03-04,6,5455.8310546875,5190.0,14914.999999999964,0,6001.414160156251,0
1434000,2022-03-05,7,4718.66162109375,4770.0,14914.999999999964,0,5190.527783203125,0
1434000,2022-03-06,8,4438.78759765625,4670.0,14914.999999999964,0,4882.666357421876,0
1434000,2022-03-07,9,7111.41943359375,7010.0,14914.999999999964,0,7822.561376953126,0
1434000,2022-03-08,10,12582.5478515625,13700.0,14914.999999999964,0,13840.80263671875,0
1434000,2022-03-04,1,5299.3798828125,5190.0,14914.999999999964,0,5829.317871093751,0
1434000,2022-03-05,2,4590.99658203125,4770.0,14914.999999999964,0,5050.096240234376,0
1434000,2022-03-06,3,4336.19482421875,4670.0,14914.999999999964,0,4769.814306640626,0
1434000,2022-03-07,4,6999.53955078125,7010.0,14914.999999999964,0,7699.493505859376,0
1434000,2022-03-08,5,12506.3671875,13700.0,14914.999999999964,0,13757.003906250002,0
1434000,2022-03-09,6,15597.095703125,12400.0,14914.999999999964,0,17156.8052734375,1
1434000,2022-03-10,7,12678.8369140625,9370.0,14914.999999999964,0,13946.72060546875,0
1434000,2022-03-11,8,9449.4560546875,8230.0,14914.999999999964,0,10394.40166015625,0
1434000,2022-03-12,9,8710.5087890625,7910.0,14914.999999999964,0,9581.559667968751,0
1434000,2022-03-13,10,8963.7724609375,8070.0,14914.999999999964,0,9860.14970703125,0
1434000,2022-03-09,1,15661.873046875,12400.0,14914.999999999964,0,17228.0603515625,1
