threshold,precision,recall,f1
0.33,0.8842592592592593,0.9851708575112831,0.931991460811223
0.34,0.8920023350846468,0.9851708575112831,0.9362745098039216
0.35000000000000003,0.8990879670491321,0.9851708575112831,0.9401630518381787
0.36000000000000004,0.9046208530805687,0.9845261121856866,0.9428836060512504
0.37,0.9099582587954681,0.9838813668600903,0.9454770755885997
0.38,0.9164663461538461,0.9832366215344939,0.9486780715396579
0.39,0.919661733615222,0.9816247582205029,0.9496335568376735
0.4,0.9257229832572298,0.9803352675693101,0.9522467512134022
0.41000000000000003,0.9302325581395349,0.9800128949065119,0.9544740973312402
0.42000000000000004,0.9341943419434194,0.9793681495809156,0.9562480327352849
0.43,0.9405020142547258,0.978401031592521,0.9590772633907411
0.44,0.9437189054726368,0.978401031592521,0.960747071858183
0.45,0.947401377582968,0.9754996776273372,0.9612452350698857
0.46,0.9497645211930926,0.975177304964539,0.962303165261651
0.47000000000000003,0.9535251343661081,0.9722759509993553,0.9628092577813249
0.48000000000000004,0.9570063694267515,0.9687298517085751,0.962832425504646
0.49,0.9591054313099041,0.9677627337201805,0.9634146341463414
0.5,0.9612179487179487,0.966795615731786,0.9639987142397943
0.51,0.9623915139826422,0.965183752417795,0.9637856108160309
0.52,0.9635248547449967,0.9622823984526112,0.9629032258064516
0.53,0.9659753726506805,0.9609929078014184,0.9634776987718164
0.54,0.9706074461136512,0.9580915538362347,0.9643088903309539
0.55,0.9730971128608924,0.9561573178594455,0.9645528455284553
0.56,0.9752801582069874,0.9539007092198581,0.9644719687092569
0.5700000000000001,0.9771144278606965,0.9497098646034816,0.9632172633643943
0.5800000000000001,0.9796598866288763,0.9471308833010961,0.963120799868874
0.59,0.9809364548494983,0.9455190199871051,0.9629021667760999
0.6,0.9837783034809057,0.9384268214055448,0.960567563108398
0.61,0.9857288481141692,0.9352030947775629,0.9598014888337469
0.62,0.9883641341546886,0.9310122501611864,0.9588313413014609
0.63,0.9882839421088904,0.9245647969052224,0.955363091272485
0.64,0.9896013864818024,0.9203739522888459,0.9537330883581092
0.65,0.9909470752089137,0.9174725983236621,0.9527954469367258
0.66,0.9909312870596442,0.9158607350096711,0.9519182442620204
0.67,0.9916025192442267,0.9136041263700838,0.951006711409396
0.68,0.9922562478000704,0.908768536428111,0.9486791182904257
0.6900000000000001,0.9939801699716714,0.9049000644745325,0.9473506581167735
0.7000000000000001,0.9950195659907506,0.9016763378465507,0.9460510739049551
0.7100000000000001,0.9949820788530466,0.8949065119277885,0.9422946367956552
0.72,0.9956725567976921,0.8900709219858156,0.9399148936170213
0.73,0.9963820549927641,0.8878143133462283,0.9389703375383567
0.74,0.9967320261437909,0.8849129593810445,0.9375
0.75,0.9970685232685965,0.8771760154738878,0.9332876007545875
0.76,0.9977916820022084,0.8739522888459059,0.9317752191098126
0.77,0.9985174203113417,0.8684719535783365,0.9289655172413793
0.78,0.9988751406074241,0.8588007736943907,0.9235569422776911
0.79,0.9988644965934897,0.8507414571244358,0.9188718662952646
0.8,0.9992345962495216,0.8417150225660864,0.9137357830271217
0.81,0.9992248062015504,0.8310767246937459,0.9074269623372052
0.8200000000000001,0.999607996863975,0.8220502901353965,0.9021758358393773
0.8300000000000001,0.9996041171813144,0.8139909735654417,0.8972992181947406
0.8400000000000001,0.999597423510467,0.8004513217279174,0.8890082348728965
0.85,1.0,0.7917472598323663,0.8837711406980928
0.86,1.0,0.7749838813668601,0.8732292045041773
0.87,1.0,0.7585428755641521,0.8626947754353804
0.88,1.0,0.7398452611218569,0.8504724847137298
0.89,1.0,0.7230818826563508,0.839289055191768
0.9,1.0,0.7040618955512572,0.8263337116912599
0.91,1.0,0.6843971631205674,0.8126315789473684
0.92,1.0,0.65892972275951,0.7944034201321415
0.93,1.0,0.6254029658284977,0.7695358984529949
0.9400000000000001,1.0,0.5847840103159252,0.7379983726606998
0.9500000000000001,1.0,0.5286911669890393,0.6916912695065374
0.9600000000000001,1.0,0.4754996776273372,0.6445269827397859
0.97,1.0,0.3903932946486138,0.5615580802225829
0.98,1.0,0.281431334622824,0.43924528301886795
